Timestamp,I,Q,n,x_1,x_2,x_3
2026-05-06 00:00:00,51.813991528886454,104.79856725708126,78.02680139517945,0.46501289349584307,25.98319793010357,20.443471542386746
2026-05-06 00:00:30,46.097422619995584,94.42892624857011,64.04474629464313,0.6,23.193320011120527,15.574810668418426
2026-05-06 00:01:00,54.860579159202686,93.56052232848909,64.13445039314271,0.3362931770767701,29.647212006406036,14.992554852594754
2026-05-06 00:01:30,52.651478931624034,85.40645694696147,72.55814273517129,0.6,24.088044689613334,17.249502763995558
2026-05-06 00:02:00,51.52599911605385,100.53499347207506,72.2346506409889,0.25,27.293452827591533,10.889461652037626
2026-05-06 00:02:30,54.67537032639146,98.0038145239504,69.78412893955768,0.6,26.81886778816409,16.782350263168276
2026-05-06 00:03:00,54.69205857202481,105.6697190351457,71.86576291255129,0.25,26.016005581447654,17.873438622052117
2026-05-06 00:03:30,50.296023157205674,93.9237798576155,69.03072153319494,0.27538246951068407,25.759968698915472,15.092833343579002
2026-05-06 00:04:00,48.18168033579757,87.37434989867982,71.04736206089032,0.3354768919911965,26.814402065274884,18.792991613621965
2026-05-06 00:04:30,49.57962930747058,97.53596147620489,67.7219662769195,0.27515019428157594,31.77525641979357,8.325118349368726
2026-05-06 00:05:00,48.8261510359218,85.7082937260891,69.49878802995431,0.25,26.220174662592253,12.094114857688794
2026-05-06 00:05:30,47.94575606220086,84.4126708364355,66.1668631235463,0.6,29.821844149421604,15.93009431922962
2026-05-06 00:06:00,50.11182178266837,93.04548888347131,72.32671138215015,0.30202457630069657,27.154583044782978,12.441982739115373
2026-05-06 00:06:30,50.85458261673876,90.65958374010029,71.64019602623203,0.3893757528568562,27.14567850730753,19.99901237901902
2026-05-06 00:07:00,48.81936025945528,96.51896252053166,74.11061888071686,0.35364677887883167,28.151651894704784,16.952304917319545
2026-05-06 00:07:30,49.95832539939531,94.01741370494253,69.26530512657128,0.25,26.945503969155617,13.056663227649102
2026-05-06 00:08:00,48.21452990242911,94.54849254689898,63.49443504276323,0.42344267290068643,30.633678545351415,13.705067535860133
2026-05-06 00:08:30,47.26560138249382,97.21327015245605,68.36589766416078,0.4700895568282977,25.876812082326573,11.521198393796546
2026-05-06 00:09:00,44.14124211773405,91.51079278806054,71.0592149385301,0.6,26.065083441384118,17.611247163803846
2026-05-06 00:09:30,50.58506769425876,88.85607865332489,71.09531291749146,0.3704496810498532,30.19991667494125,14.53686671305321
2026-05-06 00:10:00,53.26717158547298,101.33360585733337,67.70363662648403,0.25617689949146066,30.282263037123762,13.806999276126943
2026-05-06 00:10:30,49.843209238996806,93.41544101696121,67.74664689232253,0.47899938669088293,28.1657614121637,11.33357931894973
2026-05-06 00:11:00,49.71297825131773,99.11083917325324,69.65736633706386,0.3484565661917358,24.09963245559548,14.164942717798443
2026-05-06 00:11:30,53.40265393947336,96.64901268583496,62.34484312746861,0.30695650701101024,28.318586842826676,13.702571595232145
2026-05-06 00:12:00,51.048001817703245,92.742413642358,66.55115684742509,0.28471623604376317,29.191690011672385,17.370273944782447
2026-05-06 00:12:30,51.765767181627275,87.61492911207162,62.35668712030031,0.6,26.50189816437546,15.559421609732986
2026-05-06 00:13:00,50.631542143907566,88.2740119706881,71.25132712587259,0.41236762914387115,29.395595298448622,16.26477324715564
2026-05-06 00:13:30,40.835824233955336,94.48522426751856,59.96525734885596,0.26747677235159484,28.39810299025356,13.989977709333463
2026-05-06 00:14:00,49.35466599427677,81.36219334823225,71.8699631187232,0.49754412538152587,26.5935498606899,14.489362853071409
2026-05-06 00:14:30,54.64208390762174,87.10138594294074,65.11378097828484,0.6,25.098494621658823,15.53460587543444
